id_municipio,populacao,pib_per_capita,pct_vab_adm_publica
2111300,1115932.0,32738.312011843016,13.71
2111409,18600.0,9142.36559139785,49.28
2111508,41750.0,10281.005988023951,37.86
2111532,12779.0,9985.36661710619,51.44
2111573,4700.0,17774.68085106383,28.68
2111607,19090.0,38743.89732844421,12.45
2111631,5028.0,8742.044550517105,59.77
2111672,6856.0,6675.320886814469,64.9
2111706,22452.0,6491.715660074827,56.84
2111722,14274.0,6520.666946896455,63.27
2111748,11285.0,9023.482498892336,49.46
2111763,13981.0,13384.593376725556,40.81
2111789,10343.0,7003.867349898482,67.29
2111805,18237.0,12145.583155124197,39.22
2111904,10631.0,11872.54256419904,36.46
2111953,5692.0,8432.712579058327,51.76
2112001,8642.0,272092.3397361722,2.23
2112100,29241.0,6714.442050545467,61.23
2112209,171317.0,13546.063729810818,32.58
2112233,22223.0,23646.672366467174,20.46
2112274,5868.0,10233.299250170416,62.49
2112308,42242.0,8645.23460063444,46.3
2112407,35811.0,8263.2710619642,45.75
